,id,lat,lon,amenity
55,20576312,51.3095294,-0.0539522,restaurant
56,20599885,51.5302738,-0.117551,disused_pub
57,20627020,51.2953245,-0.3275202,pub
58,20692145,51.2954954,-0.3302001,pub
59,20694455,51.4660992,0.0098864,post_office
60,20695067,51.3029905,-0.329778,pub
61,20695069,51.2996571,-0.3302208,police
62,20695554,51.2981542,-0.3303604,fuel
63,20821133,51.5003932,-0.1777114,pub
64,20822237,51.2997847,-0.3213755,post_box
65,20849686,51.4087329,-0.3323747,toilets
66,20849687,51.4111705,-0.3339165,cafe
67,20910215,51.4059121,-0.3360281,toilets
68,20917317,51.4685481,-0.2117616,place_of_worship
69,20973308,51.4674716,-0.2056707,post_box
70,20973312,51.4691887,-0.2100687,pub
71,20973316,51.4728364,-0.1811249,pub
72,21104108,51.666416,-0.1352243,parking
73,21373114,51.375134,-0.0311658,place_of_worship
74,21381871,51.3642584,-0.1185504,fuel
75,21381999,51.3567054,-0.1293848,recycling
76,21382015,51.36989,-0.1171568,fuel
77,21390491,51.4197615,-0.1277262,fuel
78,21392280,51.5154842,-0.1049292,pub
79,21411575,51.4456769,-0.2056842,place_of_worship
80,21411576,51.442587,-0.1981392,place_of_worship
81,21427515,51.4513055,-0.2161432,place_of_worship
82,21442271,51.3988964,-0.2434592,fuel
83,21489350,51.5562337,-0.3611851,fuel
84,21563447,51.5125836,-0.1067767,post_box
85,21565294,51.517885,-0.1091282,bicycle_parking
86,21593232,51.5153316,-0.1117428,pub
87,21593236,51.5172349,-0.1192033,pub
88,21593237,51.5173465,-0.1189566,bar
89,21593238,51.5163376,-0.119321,pub
90,21596437,51.4387921,-0.0197977,post_box
91,21625536,51.6733757,-0.3529597,place_of_worship
92,21625867,51.6545209,-0.3223358,aircraft_fuel
93,21632596,51.6578581,-0.3187748,pub
94,21663357,51.5791119,-0.341838,fuel
95,21685487,51.5145791,-0.0969839,telephone
96,21685700,51.5168252,-0.1041836,atm
97,21686579,51.5154029,-0.1043348,pub
98,21693791,51.5150736,-0.0997325,pub
99,21770258,51.509136,-0.3387658,parking
100,21776749,51.5578456,-0.3356421,post_office
101,21979762,51.3983682,-0.4131537,swimming_pool
102,21979925,51.3982972,-0.4135125,kindergarten
103,21979927,51.398434,-0.4135125,cafe
104,21980919,51.3886519,-0.4228087,pub
105,23693588,51.5330895,-0.0522207,post_box
106,24691811,51.4084425,-0.489727,post_box
107,24909261,51.442375,-0.0198125,place_of_worship
108,25294811,51.5328464,-0.0571304,post_box
109,25322357,51.4791173,-0.2084013,place_of_worship
110,25471087,51.512757,-0.121147,pub
111,25472852,51.5067697,-0.1128627,parking
112,25473538,51.5096824,-0.0785077,pub
113,25474641,51.5197763,-0.0937556,cinema
114,25475187,51.5114165,-0.0776978,pub
115,25475341,51.5115049,-0.0772257,post_box
116,25475389,51.5265807,-0.1292505,cafe
117,25475748,51.5233931,-0.1194082,toilets
118,25475749,51.5233513,-0.1194192,waste_basket
119,25475913,51.5205198,-0.1219388,pub
120,25475914,51.5210868,-0.1227561,pub
121,25496840,51.516754,-0.110371,pub
122,25496842,51.50623,-0.1110639,parking
123,25497832,51.5247533,-0.1161943,cafe
124,25501630,51.5284488,-0.1233084,pub
125,25503596,51.5197864,-0.1058778,pub
126,25505557,51.5210391,-0.1070926,parking
127,25508632,51.5148694,-0.1224717,pub
128,25510381,51.499414,-0.1139889,pub
129,25523569,51.4053384,0.0034181,pub
130,25524219,51.3803052,-0.0132994,pub
131,25524238,51.4985822,-0.1390719,college
132,25530336,51.4842735,-0.1168602,post_box
133,25530341,51.4870986,-0.1156064,fuel
134,25530377,51.51542,-0.1313897,place_of_worship
135,25530879,51.4886551,-0.1206258,post_box
136,25534077,51.49742,-0.130421,library
137,25534100,51.4978844,-0.1263636,parking
138,25534171,51.5397949,-0.1877624,pub
139,25534438,51.4964344,-0.1287838,place_of_worship
140,25534499,51.4947547,-0.1322335,toilets
141,25534556,51.5544289,-0.3645835,post_box
142,25534675,51.4902841,-0.1286368,university
143,25535969,51.5517841,-0.3722273,post_box
144,25536894,51.4907501,-0.1305636,recycling
145,25544097,51.51148,-0.0795688,post_box
146,25544121,51.509415,-0.1263123,post_office
147,25578560,51.5766567,-0.1446954,telephone
148,25592547,51.5089598,-0.3385051,pub
149,25597580,51.5344323,-0.1087008,pub
150,25597628,51.5347892,-0.1072883,pub
151,25628128,51.5747475,-0.3352965,parking
152,25628964,51.5517514,-0.3394722,fuel
153,25628970,51.5475799,-0.3445894,pub
154,25641588,51.5519446,-0.1807384,post_box
155,25649631,51.632223,-0.0375768,bus_station
156,25696354,51.5521301,-0.0747233,cafe
157,25717652,51.5822666,-0.0994776,pub
158,25717653,51.5780132,-0.0990941,pub
159,25717655,51.5763738,-0.0987516,pub
160,25717656,51.5719302,-0.0964415,pub
161,25722373,51.683239,-0.100416,pub
162,25729218,51.453373,-0.038393,pub
163,25744229,51.5578722,-0.1793164,pub
164,25744359,51.5603671,-0.1749482,post_box
165,25744422,51.5649774,-0.140689,pub
166,25744452,51.566338,-0.1367005,pub
167,25744507,51.5566572,-0.138419,pub
168,25744530,51.5571014,-0.1384439,bar
169,25746185,51.512377,-0.1132265,pub
170,25813306,51.5455592,-0.1332904,fuel
171,25831194,51.5402304,-0.1435412,pub
172,25831302,51.5410872,-0.1466139,bar
173,25831313,51.5412394,-0.14576,bar
174,25872443,51.5507908,-0.0750311,telephone
175,25935886,51.4671225,-0.4233365,bus_station
176,25949639,51.6235253,-0.0594051,parking
177,25962570,51.5510518,-0.0761147,recycling
178,25991205,51.5509046,-0.0724776,cafe
179,26018491,51.6004363,-0.1954392,courthouse
180,26026691,51.6271212,-0.0932594,recycling
181,26029339,51.5152711,-0.131279,school
182,26038523,51.3794442,-0.2989644,post_box
183,26046047,51.5559665,-0.0554539,pharmacy
184,26047836,51.5545276,-0.0681217,recycling
185,26049416,51.4515966,0.0508674,toilets
186,26065849,51.5655038,-0.1025882,fuel
187,26065903,51.5645268,-0.1044526,pub
188,26108616,51.2949328,-0.2125085,pub
189,26122845,51.5531306,-0.0750091,recycling
190,26196951,51.5688051,-0.111228,post_box
191,26197017,51.5693773,-0.1126397,pub
192,26197220,51.4961133,-0.4461559,fuel
193,26197230,51.569883,-0.1132962,post_box
194,26197239,51.5697025,-0.112912,telephone
195,26197245,51.5703031,-0.1145622,telephone
196,26198082,51.5689927,-0.1184085,telephone
197,26198343,51.5646068,-0.1053998,bar
198,26199004,51.5124464,-0.244438,telephone
199,26268106,51.5644221,-0.0549145,post_box
200,26268421,51.5676183,-0.0550326,post_box
201,26269218,51.5691167,-0.0598565,cafe
202,26310696,51.536675,-0.1031148,pub
203,26360691,51.681427,-0.187061,pub
204,26363049,51.6419852,-0.2424157,pub
205,26389492,51.499252,-0.180893,pub
206,26416319,51.6274889,-0.1752814,place_of_worship
207,26422089,51.3176651,-0.1901579,pub
208,26422090,51.3248396,-0.1934386,place_of_worship
209,26422106,51.3272137,-0.1914183,post_box
210,26422124,51.324351,-0.1956203,pub
211,26422176,51.325815,-0.2019808,post_box
212,26422177,51.3253663,-0.2029306,post_box
213,26425131,51.5256523,-0.0998416,telephone
214,26425461,51.5270016,-0.1002301,telephone
215,26425464,51.5283568,-0.1010313,telephone
216,26461817,51.3890417,-0.1590039,pub
217,26462174,51.3784088,-0.1575665,pub
218,26462178,51.3784014,-0.1578097,telephone
219,26462198,51.3793606,-0.1621051,post_box
220,26462213,51.3777643,-0.167602,post_box
221,26462232,51.3740494,-0.1655729,post_box
222,26462248,51.372315,-0.1666553,fuel
223,26462249,51.3724328,-0.1681033,telephone
224,26462254,51.3754992,-0.1702562,post_box
225,26468743,51.3731863,-0.1755442,telephone
226,26468744,51.3726818,-0.1750374,post_box
227,26468751,51.3805715,-0.1679282,post_box
228,26508294,51.5272624,-0.1077776,telephone
229,26508303,51.5264365,-0.1038235,post_box
230,26508306,51.5265361,-0.1041212,telephone
231,26525066,51.3882847,-0.1617544,post_box
232,26525209,51.3931971,-0.1633371,post_box
233,26541768,51.3910901,-0.1587057,post_box
234,26541903,51.3977211,-0.1623598,post_box
235,26542523,51.3991084,-0.1648571,place_of_worship
236,26542844,51.4007103,-0.1678725,school
237,26542861,51.4009231,-0.1685327,pub
238,26542873,51.4006324,-0.1693706,post_box
239,26542878,51.4003633,-0.1693495,telephone
240,26544484,51.3980144,-0.1722345,restaurant
241,26544810,51.3898469,-0.17904,post_box
242,26544851,51.3910731,-0.1759083,telephone
243,26544986,51.3858935,-0.1692845,telephone
244,26545063,51.4017392,-0.1608521,pub
245,26545143,51.4044894,-0.1625517,telephone
246,26545648,51.4046649,-0.1648311,telephone
247,26545687,51.399294,-0.1652315,pub
248,26546081,51.493745,-0.09964,pharmacy
249,26560488,51.4879879,-0.0869478,pharmacy
250,26560490,51.4881483,-0.0868534,public_building
251,26573161,51.5102139,-0.1290844,cinema
252,26573164,51.50981,-0.130266,cinema
253,26573168,51.510852,-0.130441,cinema
254,26573173,51.5112449,-0.1293677,cinema
255,26603473,51.5362064,-0.4770559,pub
256,26603928,51.5271597,-0.4817896,pub
257,26603929,51.5305357,-0.4813329,pub
258,26603930,51.5297834,-0.4816026,pub
259,26603931,51.5273317,-0.4734061,place_of_worship
260,26603932,51.5430228,-0.4733404,place_of_worship
261,26604024,51.5256936,-0.458572,pub
262,26610587,51.5393745,-0.1446311,pub
263,26610590,51.5405479,-0.1443341,pub
264,26610612,51.5411992,-0.1458705,bar
265,26610906,51.3052269,-0.1717714,post_box
266,26671735,51.5071604,-0.1302097,parking
267,26671967,51.5094628,-0.1311122,cinema
268,26671973,51.511278,-0.1313631,pub
269,26684648,51.4980629,0.3037087,pub
270,26699541,51.5126891,-0.1305203,cinema
271,26699558,51.5165109,-0.1307587,pub
272,26756585,51.4364908,-0.1972458,place_of_worship
273,26769263,51.4440021,-0.1911938,place_of_worship
274,26769343,51.4791231,0.324823,theatre
275,26782452,51.5409574,0.2947855,pub
276,26815254,51.5305859,-0.1060025,post_box
277,26816002,51.520871,-0.0999716,post_box
278,26816003,51.5204753,-0.0992569,telephone
279,26816010,51.5227918,-0.0996753,university
280,26819225,51.5161789,-0.1873532,toilets
281,26819248,51.5159434,-0.1884939,toilets
282,26819253,51.5170517,-0.1878717,pub
283,26819256,51.5156237,-0.1885141,pub
284,26819333,51.5159969,-0.1880541,telephone
285,26819334,51.515681,-0.189746,bank
286,26819335,51.5156652,-0.1896427,telephone
287,26845539,51.5108812,-0.1341591,pub
288,26845540,51.510803,-0.135118,pub
289,26845542,51.5120927,-0.1348396,parking
290,26845558,51.5111508,-0.1326458,pub
291,26846355,51.5123533,-0.1295014,parking
292,26847174,51.29334,-0.1542069,fuel
293,26866990,51.5153543,-0.142814,parking
294,26866994,51.5125409,-0.1316657,pub
295,26892093,51.5179906,0.3011446,townhall
296,26939332,51.664409,-0.0888129,school
297,26972027,51.546711,-0.4784282,bus_station
298,26975110,51.5462818,-0.0805881,pub
299,26975414,51.5427477,-0.0812997,post_box
300,26979398,51.5459241,-0.4799554,pub
301,26979399,51.5454596,-0.4800154,pub
302,26979400,51.5456092,-0.4802902,pub
303,26979401,51.5475179,-0.480469,pub
304,26979403,51.5455131,-0.4785907,pub
305,26979404,51.5463322,-0.4793102,fast_food
306,26979405,51.544599,-0.4754892,bar
307,26979415,51.5459404,-0.4796635,place_of_worship
308,26980235,51.6630788,-0.0854123,pub
309,26980277,51.6589229,-0.0877032,pub
310,26980547,51.6465801,-0.0473078,pub
311,26982478,51.6781721,-0.0593586,pub
312,26982535,51.6813611,-0.0770974,pub
313,26992533,51.4455382,-0.044651,pub
314,26992679,51.4428978,-0.0450173,fire_station
315,26992680,51.4428978,-0.044571,place_of_worship
316,26992922,51.4390424,-0.0549295,pub
317,26992933,51.4432081,-0.0422965,pub
318,26997950,51.4607331,-0.0339081,place_of_worship
319,27000982,51.4547862,-0.0309879,place_of_worship
320,27012806,51.5432581,-0.1034131,pub
321,27016970,51.5257255,-0.1619029,parking
322,27017235,51.5234108,-0.1618918,pub
323,27017549,51.6472902,-0.1429447,school
324,27017719,51.649935,-0.1064298,school
325,27022166,51.4494775,-0.038884,school
326,27025726,51.4401742,-0.0312942,place_of_worship
327,27087917,51.6544197,-0.0836682,school
328,27088264,51.6530563,-0.0835301,school
329,27091368,51.6512216,-0.0611936,school
330,27125187,51.3795791,-0.1558605,post_office
331,27204205,51.5856805,-0.1825334,post_office
332,27242140,51.446355,-0.300114,post_box
333,27245287,51.4655339,-0.2992715,pub
334,27248233,51.4396232,-0.1480516,telephone
335,27280696,51.6735643,-0.0551499,school
336,27297417,51.4865849,0.3319282,post_box
337,27334600,51.5362152,-0.190692,parking
338,27348272,51.6537192,-0.0896474,pub
339,27348824,51.671207,-0.083777,pub
340,27349206,51.656505,-0.0874147,pub
341,27349264,51.6499158,-0.063099,pub
342,27349429,51.647469,-0.0463859,pub
343,27349536,51.6452209,-0.0476243,library
344,27349539,51.6447948,-0.0469699,parking
345,27349704,51.6403329,-0.0473776,pub
346,27350104,51.6435927,-0.0295238,restaurant
347,27359488,51.5777484,0.2079489,pub
348,27359713,51.5755814,0.2107384,post_box
349,27364392,51.5783459,-0.0818517,pub
350,27386452,51.5743587,0.2030603,doctors
351,27386453,51.571745,0.2100511,post_box
352,27390454,51.3894939,-0.3253646,restaurant
353,27396908,51.6727824,-0.093679,pub
354,27408322,51.5116423,-0.3047879,restaurant
355,27408323,51.5116826,-0.3051555,pub
356,27408565,51.5116172,-0.3095337,theatre
357,27411455,51.5673703,-0.1255045,post_box
358,27411479,51.5663381,-0.1237783,post_box
359,27411480,51.5661447,-0.1236281,pub
360,27411557,51.5646374,-0.1217505,pub
361,27412196,51.5625296,-0.1200983,post_box
362,27413769,51.5616225,-0.1167294,fuel
363,27413885,51.5599216,-0.1158818,telephone
364,27418859,51.494272,0.3184304,pub
365,27418889,51.4793536,0.3219152,police
366,27418915,51.498458,0.2564652,pub
367,27418916,51.4991493,0.2552107,pub
368,27418917,51.4994603,0.2507041,pub
369,27418918,51.5098108,0.2504464,pub
370,27418919,51.5129853,0.2510585,pub
371,27431704,51.5279335,-0.0197605,pub
372,27475739,51.5102956,-0.3052313,pub
373,27475983,51.5080196,-0.3050181,pub
374,27476034,51.5062235,-0.3054129,pub
375,27476300,51.5080744,-0.3001147,post_box
376,27476983,51.5148207,-0.3026825,pub
377,27476988,51.5141316,-0.3016228,telephone
378,27476990,51.5138717,-0.3018562,pub
379,27477157,51.5169211,-0.299932,pub
380,27477159,51.5168303,-0.3000951,pub
381,27477165,51.5135494,-0.297341,post_box
382,27503887,51.5149755,-0.1763647,pub
383,27503891,51.5134807,-0.1712247,pub
384,27512718,51.4776679,-0.1832636,pub
385,27513549,51.5037346,0.2858424,pub
386,27535822,51.5530291,-0.3514736,former_pub
387,27591970,51.3572306,0.1278944,telephone
388,27643865,51.5201199,-0.0441217,post_box
389,27705247,51.4756184,0.3243555,public_building
390,27718642,51.4984557,-0.1558735,pub
391,27740485,51.6894983,0.0055639,school
392,27795433,51.4737815,0.3232228,pub
393,28216960,51.4738564,0.3223734,pub
394,28792394,51.5258337,-0.0501643,pub
395,28792627,51.5200061,-0.056852,pub
396,28899321,51.4625097,-0.0740544,post_box
397,28899941,51.4617344,-0.0803069,post_box
398,29039088,51.5211706,-0.1225268,pub
399,29164382,51.5316758,-0.1045554,motorcycle_parking
400,29393080,51.6906069,-0.1785474,parking
401,29512481,51.4915445,-0.3044842,fuel
402,29622179,51.4643012,-0.0688824,post_box
403,29622186,51.467478,-0.0726249,telephone
404,29622196,51.4642657,-0.0729029,post_box
405,29823826,51.4775022,0.3232671,post_office
406,29823829,51.4761533,0.3228558,pub
407,29823830,51.4778633,0.3236281,pub
408,29848159,51.4600995,-0.3036875,place_of_worship
409,29932520,51.5167427,-0.1662628,parking
410,29932521,51.5149684,-0.1637472,parking
411,29980929,51.4645908,0.0142647,post_box
412,29989109,51.4529523,-0.0998566,post_box
413,29989110,51.451027,-0.1007086,post_box
414,29989111,51.4442809,-0.1050428,post_box
415,29989112,51.4416752,-0.105838,post_box
416,29989113,51.4530275,-0.0947137,post_box
417,29989114,51.4578834,-0.0824446,post_box
418,29989115,51.4594516,-0.0772404,post_box
419,30062723,51.458596,-0.0808622,telephone
420,30062724,51.4555243,-0.0837757,telephone
421,30062725,51.4530618,-0.094094,telephone
422,30062726,51.4529636,-0.1003538,telephone
423,30062727,51.4507711,-0.100641,telephone
424,30062728,51.4465022,-0.1048871,telephone
425,30062729,51.4408104,-0.1063068,telephone
426,30062730,51.4401168,-0.1052056,telephone
427,30096257,51.4898327,0.3135149,pub
428,30133356,51.5202529,0.2544199,parking
429,30142580,51.5329418,0.2225219,parking
430,30148229,51.4778368,-0.013311,bicycle_parking
431,30148812,51.4779551,-0.0124534,post_box
432,30148821,51.4807515,-0.0095476,bicycle_parking
433,30151610,51.4464902,-0.026513,bench
434,30158063,51.4183737,-0.3787679,post_box
435,30158249,51.4220757,-0.3786363,telephone
436,30158330,51.4204824,-0.3761048,post_box
437,30158331,51.4187687,-0.3715016,post_box
438,30159709,51.3356961,-0.0043454,bicycle_parking
439,30159711,51.3356835,-0.0043184,post_box
440,30386293,51.5600736,-0.0783924,pub
441,30429877,51.4625178,-0.2619526,place_of_worship
442,30429954,51.469398,-0.268538,pub
443,30429955,51.4695693,-0.2685841,pub
444,30430121,51.460368,-0.2789072,post_box
445,30430122,51.4571683,-0.2723829,post_box
446,30430123,51.4569754,-0.2677641,post_box
447,30430124,51.4583364,-0.2679272,post_box
448,30430125,51.4612932,-0.2699572,post_box
449,30430126,51.4580367,-0.266239,post_box
450,30430127,51.4602471,-0.2637262,post_box
451,30430128,51.4608579,-0.2601318,post_box
452,30431949,51.4631848,-0.2836732,place_of_worship
453,30441130,51.4663963,-0.2926561,bicycle_parking
454,30441135,51.4655137,-0.2993381,pub
455,30442251,51.4749456,-0.3005302,toilets
456,30442336,51.4728485,-0.2929957,toilets
457,30471492,51.4660755,-0.2790301,post_box
458,30478182,51.471195,-0.2680397,pub
459,30478187,51.470982,-0.255846,pub
460,30480213,51.4202555,-0.2787286,post_box
461,30482156,51.4247541,-0.2745632,post_box
462,30483267,51.4233654,-0.2901051,post_box
463,30483366,51.4195033,-0.2875532,pub
464,30483512,51.4176786,-0.285501,place_of_worship
465,30483569,51.4330649,-0.2627546,post_box
466,30484259,51.4350356,-0.2577999,post_office
467,30484260,51.4336299,-0.2588332,place_of_worship
468,30512931,51.4265543,-0.2982274,pub
469,30551252,51.4721348,-0.2822564,place_of_worship
470,30552863,51.485274,-0.286153,pub
471,30553183,51.4779987,-0.2862935,post_office
472,30553260,51.4520215,-0.2822973,school
473,30581735,51.4815655,-0.2978537,toilets
474,30585275,51.5136322,-0.1875701,pub
475,30585298,51.51164,-0.1872379,place_of_worship
476,30585304,51.5125672,-0.1877774,pub
477,30585307,51.5124681,-0.1877608,bank
478,30585310,51.512477,-0.1876428,telephone
479,30585312,51.5124617,-0.1876299,post_box
480,30591887,51.5128824,-0.1934593,pub
481,30592666,51.5115913,-0.1975035,post_box
482,30592669,51.5158405,-0.1785892,old_pub
483,30592672,51.5116055,-0.1769399,pub
484,30592674,51.5094752,-0.197488,pub
485,30607834,51.4167429,-0.2971155,place_of_worship
486,30614964,51.4340163,-0.2816118,parking
487,30629721,51.4172384,-0.2938527,post_box
488,30629850,51.417141,-0.2940029,pub
489,30630718,51.582409,0.214475,post_box
490,30631417,51.4221963,-0.3029642,post_box
491,30631419,51.5821338,0.2115723,pub
492,30669307,51.4372498,-0.3156049,post_box
493,30669329,51.4565695,-0.2914827,post_box
494,30669336,51.4534299,-0.2942275,post_box
495,30669337,51.4446632,-0.3027496,post_box
496,30669338,51.4505854,-0.3002861,pub
497,30669339,51.4602151,-0.2972664,post_box
498,30759349,51.5519018,-0.3600628,post_box
499,30759381,51.5516087,-0.3504528,post_box
500,30759383,51.554854,-0.3370162,post_box
501,30784115,51.5564499,-0.3300528,post_box
502,30784137,51.5549819,-0.3251487,post_box
503,30793149,51.5615535,-0.1243383,post_box
504,30793153,51.5589274,-0.1206516,pub
505,30794429,51.4720975,-0.06949,bank
506,30794684,51.5721006,0.1908555,post_box
507,30794685,51.5723538,0.1910267,pub
508,30794686,51.5715396,0.1877258,pub
509,30794687,51.5706219,0.1864527,pub
510,30794992,51.470492,-0.0696953,telephone
511,30836310,51.492517,-0.4697822,fuel
512,30863471,51.4526309,-0.3137128,parking
513,30863527,51.4475725,-0.3188124,parking
514,30863528,51.4473092,-0.3188083,arts_centre
515,30863529,51.4512827,-0.3186145,pub
516,30880146,51.5546279,-0.3462429,post_box
517,30952173,51.4665378,-0.2480714,post_box
518,30952175,51.4689475,-0.251489,pub
519,30952178,51.4687081,-0.2545721,pub
520,30952179,51.4706027,-0.2528085,place_of_worship
521,31032648,51.37205,-0.1602593,place_of_worship
522,31057757,51.4526822,-0.3134402,pub
523,31057949,51.4538991,-0.3075924,post_box
524,31060529,51.3780368,-0.1246385,cinema
525,31098615,51.5788535,0.1887964,post_box
526,31098616,51.5784179,0.187751,place_of_worship
527,31098617,51.5807875,0.1857648,place_of_worship
528,31098618,51.582251,0.1885351,post_box
529,31098619,51.5792716,0.1955219,post_box
530,31098620,51.5840032,0.1938834,school
531,31098622,51.5865464,0.2004147,pub
532,31098623,51.5868564,0.2005327,pub
533,31098624,51.5869264,0.2009349,pub
534,31098625,51.5854221,0.1955741,post_box
535,31247039,51.5601743,-0.3589546,post_box
536,31247040,51.5623298,-0.3561898,post_box
537,31247045,51.5628777,-0.3560203,pub
538,31247068,51.5692723,-0.3466999,post_box
539,31247069,51.5694406,-0.3464574,pub
540,31247083,51.5692058,-0.3399131,telephone
541,31247084,51.5724458,-0.3377312,telephone
542,31247086,51.5652371,-0.3378427,post_box
543,31247087,51.5587481,-0.340675,post_box
544,31275782,51.3689042,-0.1619811,pub
545,31282157,51.5798407,-0.3306744,post_box
546,31282165,51.5816165,-0.331741,library
547,31282173,51.5779235,-0.3341705,post_box
548,31282174,51.5743513,-0.3345889,post_box
549,31282175,51.5576428,-0.3474615,post_box
550,31282203,51.5752552,-0.3431793,pub
551,31282211,51.5771876,-0.3430968,post_box
552,31282212,51.5782142,-0.3377954,post_box
553,31282220,51.5814296,-0.3325106,parking
554,31282221,51.5816612,-0.3325043,parking
555,31304325,51.5784657,0.208245,place_of_worship
556,31304327,51.5805916,0.2096896,place_of_worship
557,31304329,51.5772313,0.2053041,school
558,31304341,51.5820367,0.2049504,parking
559,31304391,51.5871618,0.2069454,post_box
560,31307601,51.5849613,0.2101285,school
561,31313905,51.5145625,-0.1488929,restaurant
562,31315473,51.5112982,-0.1221602,restaurant
563,31322806,51.4099453,-0.4888562,pub
564,31356054,51.3659544,-0.1592529,pub
565,31365529,51.5722873,-0.3406564,post_box
566,31401670,51.4685724,-0.0696771,recycling
567,31401762,51.4679993,-0.0728007,post_box
568,31401951,51.4635023,-0.0755766,post_box
569,31402048,51.4629897,-0.0827038,recycling
570,31402050,51.4616352,-0.0800591,recycling
571,31402051,51.4616812,-0.0802528,telephone
572,31402052,51.4654167,-0.0792641,post_box
573,31414745,51.4589982,-0.0710889,post_box
574,31414778,51.4608362,-0.0758158,post_box
575,31414779,51.4624111,-0.0846953,atm
576,31424306,51.5017601,-0.4589269,place_of_worship
577,31436141,51.2994681,-0.1668909,post_box
578,31436142,51.2994261,-0.1668719,telephone
579,31436223,51.3133064,-0.1697062,post_box
580,31436767,51.3243611,-0.1706533,post_box
581,31436848,51.3186496,-0.1706846,post_box
582,31436850,51.3178226,-0.16869,post_box
583,31437627,51.5652128,-0.3429732,post_box
584,31437643,51.5608616,-0.3582282,veterinary
585,31437645,51.5621135,-0.3567541,atm
586,31437646,51.5625561,-0.3563662,library
587,31437647,51.5639452,-0.3556345,place_of_worship
588,31437648,51.5628352,-0.3554775,post_office
589,31437776,51.2935915,-0.1705261,post_box
590,31452360,51.4695231,-0.0698846,bar
591,31462986,51.5501872,-0.3354402,school
592,31469354,51.4608161,-0.0797775,post_box
593,31472615,51.5504565,-0.3310251,post_box
594,31472678,51.5492256,-0.3163366,post_box
595,31472692,51.5497381,-0.3207486,post_box
596,31472693,51.5502477,-0.3194536,telephone
597,31472696,51.5514492,-0.3196205,telephone
598,31472697,51.5517548,-0.3189623,pharmacy
599,31472768,51.5532253,-0.3203672,post_box
600,31472795,51.5557635,-0.316994,post_office
601,31472797,51.5556251,-0.316774,pub
602,31472798,51.5554815,-0.3159253,pharmacy
603,31472862,51.5573052,-0.3215842,post_box
604,31472874,51.5575028,-0.3231254,dentist
605,31472875,51.557552,-0.3228317,telephone
606,31472891,51.5598113,-0.3173189,recycling
607,31472901,51.5602008,-0.3195763,telephone
608,31472911,51.5607081,-0.322458,post_box
609,31475733,51.5594192,-0.327971,telephone
610,31475734,51.559541,-0.3281388,post_box
611,31476171,51.5580914,-0.3354022,telephone
612,31476173,51.5575163,-0.3357512,pharmacy
613,31476174,51.5575513,-0.3354104,pharmacy
614,31552164,51.5637024,-0.3224732,post_box
615,31552263,51.5643203,-0.3258354,post_box
616,31552266,51.5668686,-0.3283018,post_box
617,31552276,51.5666342,-0.3216197,pharmacy
