,id,lat,lon,amenity,classification,tags
34,20917317,51.4685481,-0.2117616,place_of_worship,,"{u'religion': u'christian', u'amenity': u'place_of_worship', u'wikipedia': u'en:All Saints Church, Fulham', u'name': u'All Saints Church', u'denomination': u'anglican'}"
35,20973312,51.4691887,-0.2100687,pub,,"{u'wheelchair': u'limited', u'amenity': u'pub', u'name': u'The Larrik Inn'}"
36,20973316,51.4728364,-0.1811249,pub,,"{u'wheelchair': u'yes', u'amenity': u'pub', u'name': u'The Waterside', u'created_by': u'JOSM'}"
37,21104108,51.666416,-0.1352243,parking,,{u'amenity': u'parking'}
38,21373114,51.375134,-0.0311658,place_of_worship,,"{u'religion': u'christian', u'amenity': u'place_of_worship', u'name': u'All Saints Church', u'created_by': u'Potlatch 0.5d'}"
39,21381871,51.3642584,-0.1185504,fuel,,"{u'amenity': u'fuel', u'name': u'Texaco 5 Ways'}"
40,21381999,51.3567054,-0.1293848,recycling,,"{u'amenity': u'recycling', u'created_by': u'JOSM'}"
41,21382015,51.36989,-0.1171568,fuel,,"{u'amenity': u'fuel', u'name': u'Esso', u'created_by': u'Potlatch 0.10b'}"
42,21390491,51.4197615,-0.1277262,fuel,,"{u'wheelchair': u'yes', u'amenity': u'fuel', u'name': u'Texaco', u'created_by': u'JOSM'}"
43,21411575,51.4456769,-0.2056842,place_of_worship,,"{u'source:name': u'photograph', u'amenity': u'place_of_worship', u'name': u'Southfields Baptist Church', u'created_by': u'Potlatch 0.10b', u'denomination': u'baptist', u'religion': u'christian'}"
44,21411576,51.442587,-0.1981392,place_of_worship,,"{u'religion': u'christian', u'amenity': u'place_of_worship', u'source:name': u'photograph', u'name': u'St Barnabas Southfields', u'denomination': u'anglican'}"
45,21427515,51.4513055,-0.2161432,place_of_worship,,"{u'source:name': u'photograph', u'amenity': u'place_of_worship', u'name': u'Holy Trinity', u'created_by': u'Potlatch 0.10b', u'denomination': u'anglican;evangelical', u'religion': u'christian'}"
46,21442271,51.3988964,-0.2434592,fuel,,"{u'operator': u'Esso', u'wheelchair': u'yes', u'amenity': u'fuel', u'name': u'Esso'}"
47,21489350,51.5562337,-0.3611851,fuel,,"{u'operator': u'BP', u'wheelchair': u'yes', u'amenity': u'fuel', u'brand': u'BP', u'name': u'BP'}"
48,21593232,51.5153316,-0.1117428,pub,,"{u'addr:housenumber': u'95', u'real_ale': u'yes', u'amenity': u'pub', u'addr:city': u'London', u'source': u'http://www.jdwetherspoon.co.uk/home/pubs/the-knights-templar-chancery-lane', u'food': u'yes', u'addr:postcode': u'WC2A 1DT', u'brand': u'Wetherspoon', u'name': u'The Knights Templar', u'website': u'http://www.jdwetherspoon.co.uk/home/pubs/the-knights-templar-chancery-lane', u'phone': u'+44 20 7831 2660', u'operator': u'Wetherspoon', u'wheelchair': u'yes', u'addr:street': u'Chancery Lane'}"
49,21593236,51.5172349,-0.1192033,pub,,"{u'addr:housenumber': u'12', u'amenity': u'pub', u'outdoor_seating': u'no', u'addr:city': u'London', u'contact:email': u'info@theshiptavern.co.uk', u'food': u'yes', u'addr:postcode': u'WC2A 3HP', u'contact:phone': u'+44 20 74051992', u'wikipedia': u'en:Ship Tavern, London', u'name': u'Ship Tavern', u'smoking': u'no', u'addr:country': u'GB', u'addr:street': u'Gate Street'}"
50,21593237,51.5173465,-0.1189566,bar,,"{u'cuisine': u'polish', u'amenity': u'bar', u'name': u'Bar Polski', u'toilets': u'yes', u'food': u'yes', u'toilets:access': u'customers'}"
51,21593238,51.5163376,-0.119321,pub,,"{u'addr:housenumber': u'58', u'toilets': u'yes', u'amenity': u'pub', u'opening_hours:food': u'Mo-Sa 09:00-22:00; Su 10:00-22:00', u'addr:city': u'London', u'addr:postcode': u'WC2B 6DX', u'contact:website': u'http://www.allbarone.co.uk/all-bar-one-kingsway/', u'contact:phone': u'+44 207 269 5171', u'name': u'All Bar One', u'toilets:access': u'customers', u'opening_hours': u'Mo-Th 09:00-23:00; Fr-Sa 09:00-24:00; Su 10:00-22:30', u'addr:country': u'GB', u'addr:street': u'Kingsway'}"
52,21663357,51.5791119,-0.341838,fuel,,"{u'shop': u'yes', u'amenity': u'fuel', u'branch': u'BP'}"
53,21770258,51.509136,-0.3387658,parking,,"{u'amenity': u'parking', u'created_by': u'JOSM'}"
54,21776749,51.5578456,-0.3356421,post_office,,{u'amenity': u'post_office'}
55,24909261,51.442375,-0.0198125,place_of_worship,,"{u'religion': u'christian', u'amenity': u'place_of_worship', u'name': u'St Lawrence Church', u'created_by': u'JOSM'}"
56,25322357,51.4791173,-0.2084013,place_of_worship,,"{u'religion': u'christian', u'amenity': u'place_of_worship', u'name': u""St. Peter's"", u'denomination': u'anglican'}"
57,25471087,51.512757,-0.121147,pub,,"{u'addr:housenumber': u'39', u'website': u'http://www.themarquess.co.uk/', u'amenity': u'pub', u'addr:city': u'London', u'addr:street': u'Bow Street', u'name': u'Marquess of Anglesey'}"
58,25472852,51.5067697,-0.1128627,parking,,"{u'amenity': u'parking', u'wheelchair': u'yes', u'created_by': u'Potlatch 0.5d'}"
59,25475389,51.5265807,-0.1292505,cafe,,"{u'amenity': u'cafe', u'fixme': u'not on FHRS', u'name': u'Woburn Cafe'}"
60,25475913,51.5205198,-0.1219388,pub,,"{u'toilets:access': u'customers', u'toilets': u'yes', u'amenity': u'pub', u'name': u'St George'}"
61,25475914,51.5210868,-0.1227561,pub,,"{u'toilets:access': u'customers', u'toilets': u'yes', u'amenity': u'pub', u'name': u'The Swan'}"
62,25496842,51.50623,-0.1110639,parking,,"{u'operator': u'APCOA', u'amenity': u'parking', u'name': u'Cornwall Road Parking'}"
63,25497832,51.5247533,-0.1161943,cafe,,"{u'addr:housenumber': u'250', u'amenity': u'cafe', u'name': u'Cafe Angel', u'created_by': u'JOSM'}"
64,25501630,51.5284488,-0.1233084,pub,,"{u'addr:housenumber': u'1-5', u'amenity': u'pub', u'name': u""McGlynn's"", u'food': u'yes', u'addr:postcode': u'WC1H 8ET', u'fhrs:id': u'426366', u'source:addr': u'FHRS Open Data', u'addr:street': u'Whidborne Street'}"
65,25503596,51.5197864,-0.1058778,pub,,"{u'toilets:access': u'customers', u'toilets': u'yes', u'amenity': u'pub', u'name': u'Sir John Oldcastle'}"
66,25505557,51.5210391,-0.1070926,parking,,"{u'amenity': u'parking', u'created_by': u'JOSM'}"
67,25508632,51.5148694,-0.1224717,pub,,"{u'amenity': u'pub', u'name': u'Friend at Hand'}"
68,25510381,51.499414,-0.1139889,pub,,"{u'addr:housenumber': u'133-135', u'amenity': u'pub', u'name': u'Crown & Cushion', u'fhrs:inspectiondate': u'2013-10-31', u'addr:postcode': u'SE1 7HR', u'wheelchair': u'no', u'fhrs:id': u'606768', u'fhrs:rating': u'5', u'fhrs:authority': u'Lambeth', u'addr:street': u'Westminster Bridge Road'}"
69,25523569,51.4053384,0.0034181,pub,,"{u'amenity': u'pub', u'name': u'Shortlands Tavern', u'created_by': u'YahooApplet 1.0'}"
70,25524219,51.3803052,-0.0132994,pub,,"{u'amenity': u'pub', u'name': u'The Railway', u'created_by': u'Potlatch 0.4c'}"
71,25524238,51.4985822,-0.1390719,college,,"{u'amenity': u'college', u'created_by': u'Potlatch 0.10b'}"
72,25530341,51.4870986,-0.1156064,fuel,,"{u'addr:housenumber': u'238', u'amenity': u'fuel', u'addr:city': u'London', u'fhrs:inspectiondate': u'2013-02-14', u'addr:postcode': u'SE11 5RD', u'brand': u'applegreen', u'fhrs:id': u'483018', u'fhrs:rating': u'5', u'fhrs:authority': u'Lambeth', u'operator': u'BP', u'postal_code': u'SE11 5RD', u'name': u'applegreen', u'addr:street': u'Kennington Lane'}"
73,25530377,51.51542,-0.1313897,place_of_worship,,"{u'source:name': u'photograph', u'amenity': u'place_of_worship', u'name': u""St Patrick's Soho Square"", u'wheelchair': u'yes', u'denomination': u'catholic', u'religion': u'christian', u'wikimedia_commons': u""Category:St Patrick's Church, Soho Square""}"
74,25534077,51.49742,-0.130421,library,,"{u'opening_hours': u'Tu-Th 10:00-19:00; Fr-Sa 10:00-17:00', u'amenity': u'library', u'name': u'Westminster City Archives', u'created_by': u'Potlatch 0.10b'}"
75,25534100,51.4978844,-0.1263636,parking,,"{u'amenity': u'parking', u'addr:city': u'London', u'addr:postcode': u'SW1P 3RX', u'operator': u'Q-Park', u'addr:street': u'Great College Street', u'name': u'Abingdon Street Car Park'}"
76,25534171,51.5397949,-0.1877624,pub,,"{u'addr:housenumber': u'121', u'note': u'Pub part of Emminster building.', u'amenity': u'pub', u'name': u'The Lillie Langtry', u'toilets': u'yes', u'addr:postcode': u'NW6 4SL', u'former_name': u'The Cricketers', u'toilets:access': u'customers', u'old_name': u'Princess of Wales', u'operator': u'Greene King', u'addr:street': u'Abbey Road'}"
77,25534438,51.4964344,-0.1287838,place_of_worship,,"{u'website': u'http://www.emmanuelchurch.org.uk', u'religion': u'christian', u'amenity': u'place_of_worship', u'postal_code': u'SW1P 3DW', u'name': u'Emmanuel Evangelical Church'}"
78,25534675,51.4902841,-0.1286368,university,,"{u'amenity': u'university', u'description': u'Part of the University of the Arts, London', u'name': u'Chelsea College of Art & Design'}"
79,25536894,51.4907501,-0.1305636,recycling,,"{u'amenity': u'recycling', u'created_by': u'JOSM'}"
80,25544121,51.509415,-0.1263123,post_office,,"{u'addr:housenumber': u'24/28', u'amenity': u'post_office', u'postal_code': u'WC2N 4DL', u'wheelchair': u'no', u'addr:street': u'William IV Street'}"
81,25592547,51.5089598,-0.3385051,pub,,"{u'toilets:access': u'customers', u'toilets': u'yes', u'amenity': u'pub', u'name': u'The Duke of York'}"
82,25597580,51.5344323,-0.1087008,pub,,"{u'toilets': u'yes', u'amenity': u'pub', u'name': u'The Islington', u'previous_name': u'The Grande', u'toilets:access': u'customers', u'addr:street': u'Tolpuddle Street'}"
83,25597628,51.5347892,-0.1072883,pub,,"{u'addr:housenumber': u'57', u'amenity': u'pub', u'name': u'The Angelic', u'addr:postcode': u'N1 0RJ', u'fhrs:id': u'416973', u'source:addr': u'FHRS Open Data', u'addr:street': u'Liverpool Road'}"
84,25628128,51.5747475,-0.3352965,parking,,"{u'amenity': u'parking', u'wheelchair': u'limited'}"
85,25628964,51.5517514,-0.3394722,fuel,,"{u'amenity': u'fuel', u'name': u'Greenford Service Station'}"
86,25628970,51.5475799,-0.3445894,pub,,"{u'amenity': u'pub', u'name': u'The Black Horse', u'created_by': u'YahooApplet 1.0'}"
87,25649631,51.632223,-0.0375768,bus_station,,{u'amenity': u'bus_station'}
88,25696354,51.5521301,-0.0747233,cafe,,"{u'amenity': u'cafe', u'name': u'Crazy Horse Cafe'}"
89,25717652,51.5822666,-0.0994776,pub,,"{u'addr:housenumber': u'1', u'toilets': u'yes', u'amenity': u'pub', u'addr:city': u'London', u'addr:postcode': u'N4 1JX', u'wheelchair': u'yes', u'wifi': u'yes', u'addr:housename': u'Grand Parade', u'name': u'Salisbury', u'toilets:access': u'customers', u'phone': u'+44 208 8009617', u'alt_name': u'The Salisbury Hotel', u'addr:street': u'Green Lanes'}"
90,25717653,51.5780132,-0.0990941,pub,,"{u'amenity': u'pub', u'name': u'The Old Ale Emporium'}"
91,25717655,51.5763738,-0.0987516,pub,,"{u'amenity': u'pub', u'name': u'The Beaconsfield'}"
92,25717656,51.5719302,-0.0964415,pub,,"{u'toilets:access': u'customers', u'toilets': u'yes', u'amenity': u'pub', u'name': u'The Finsbury'}"
93,25722373,51.683239,-0.100416,pub,,"{u'operator': u'McMullens', u'amenity': u'pub', u'name': u'The Plough'}"
94,25729218,51.453373,-0.038393,pub,,"{u'cuisine': u'international', u'amenity': u'pub', u'name': u'The Brockley Jack', u'wheelchair': u'yes', u'outdoor_seating': u'yes', u'created_by': u'JOSM', u'takeaway': u'no'}"
95,25744229,51.5578722,-0.1793164,pub,,"{u'FIXME': u'Check which exact building this is in.', u'amenity': u'pub', u'name': u'The Holly Bush'}"
96,25744422,51.5649774,-0.140689,pub,,"{u'amenity': u'pub', u'name': u'The New Brunswick'}"
97,25744452,51.566338,-0.1367005,pub,,"{u'toilets:access': u'customers', u'toilets': u'yes', u'amenity': u'pub', u'name': u'Whittington Stone'}"
98,25744507,51.5566572,-0.138419,pub,,"{u'wheelchair': u'no', u'amenity': u'pub', u'name': u'Aces and Eights', u'addr:street': u'Fortess Road'}"
99,25744530,51.5571014,-0.1384439,bar,,"{u'wheelchair': u'no', u'amenity': u'bar', u'name': u'The Boston Arms', u'created_by': u'Potlatch 0.10b'}"
100,25746185,51.512377,-0.1132265,pub,,"{u'real_ale': u'yes', u'amenity': u'pub', u'fhrs:rating_date': u'2012-06-06', u'name': u'The Cheshire Cheese', u'phone': u'+44 20 7836 2347', u'fhrs:hygiene': u'10', u'fhrs:id': u'412472', u'toilets:access': u'customers', u'food': u'yes', u'fhrs:rating': u'3', u'postal_code': u'WC2R 3LD', u'toilets': u'yes', u'fhrs:structural': u'10', u'fhrs:confidence_management': u'10', u'fhrs:local_authority_id': u'00842/0005/0/000', u'smoking': u'no'}"
101,25813306,51.5455592,-0.1332904,fuel,,"{u'operator': u'Esso', u'amenity': u'fuel', u'brand': u'Esso', u'name': u'Esso'}"
102,25831194,51.5402304,-0.1435412,pub,,"{u'addr:housenumber': u'202', u'toilets': u'yes', u'amenity': u'pub', u'addr:city': u'London', u'name': u'The Bucks Head', u'addr:postcode': u'NW1 8QR', u'fhrs:id': u'425590', u'toilets:access': u'customers', u'source:addr': u'FSA Food Hygiene Rating Scheme open data', u'addr:street': u'Camden High Street'}"
103,25831302,51.5410872,-0.1466139,bar,,"{u'addr:housenumber': u'78\u201389', u'website': u'http://www.locksidelounge.com', u'amenity': u'bar', u'addr:city': u'London', u'level': u'1', u'addr:postcode': u'NW1 8AF', u'wheelchair': u'limited', u'name': u'Lockside Lounge', u'opening_hours': u'Su-Th 12:00-23:00; Fr,Sa 12:00-01:00', u'addr:street': u'Camden Lock Place'}"
104,25831313,51.5412394,-0.14576,bar,,"{u'addr:housenumber': u'11', u'website': u'http://www.lock17-camden.co.uk', u'amenity': u'bar', u'addr:city': u'London', u'level': u'1', u'addr:postcode': u'NW1 8AB', u'wheelchair': u'yes', u'name': u'Lock 17', u'addr:street': u'Camden Lock Place'}"
105,25935886,51.4671225,-0.4233365,bus_station,,"{u'amenity': u'bus_station', u'name': u'Hatton Cross', u'created_by': u'Potlatch 0.7b'}"
106,25949639,51.6235253,-0.0594051,parking,,{u'amenity': u'parking'}
107,25962570,51.5510518,-0.0761147,recycling,,"{u'amenity': u'recycling', u'created_by': u'YahooApplet 1.0'}"
108,25991205,51.5509046,-0.0724776,cafe,,"{u'wheelchair': u'limited', u'toilets:wheelchair': u'no', u'amenity': u'cafe', u'name': u""Jack's Cafe"", u'created_by': u'YahooApplet 1.0'}"
109,26018491,51.6004363,-0.1954392,courthouse,,"{u'amenity': u'courthouse', u'name': u""St Mary's Court""}"
110,26026691,51.6271212,-0.0932594,recycling,,"{u'amenity': u'recycling', u'name': u'Barrowell Green Recycling Centre', u'created_by': u'YahooApplet 1.0'}"
111,26029339,51.5152711,-0.131279,school,,{u'amenity': u'school'}
112,26046047,51.5559665,-0.0554539,pharmacy,,"{u'amenity': u'pharmacy', u'created_by': u'Potlatch 0.5a'}"
113,26047836,51.5545276,-0.0681217,recycling,,"{u'amenity': u'recycling', u'created_by': u'YahooApplet 1.0'}"
114,26065849,51.5655038,-0.1025882,fuel,,"{u'operator': u'BP', u'amenity': u'fuel'}"
115,26065903,51.5645268,-0.1044526,pub,,"{u'addr:housenumber': u'284', u'amenity': u'pub', u'name': u'The BlackStock', u'created_by': u'YahooApplet 1.0'}"
116,26122845,51.5531306,-0.0750091,recycling,,{u'amenity': u'recycling'}
117,26197017,51.5693773,-0.1126397,pub,,"{u'amenity': u'pub', u'name': u'The White Lion of Mortimer'}"
118,26197220,51.4961133,-0.4461559,fuel,,"{u'operator': u'Esso', u'amenity': u'fuel'}"
119,26198343,51.5646068,-0.1053998,bar,,"{u'amenity': u'bar', u'name': u'Zelmann Drinks'}"
120,26269218,51.5691167,-0.0598565,cafe,,"{u'opening_hours': u'Mo-Su 10:00-18:00', u'amenity': u'cafe', u'name': u'Springfield Park Cafe', u'smoking': u'outside', u'internet_access': u'wlan'}"
121,26310696,51.536675,-0.1031148,pub,,"{u'addr:housenumber': u'1', u'amenity': u'pub', u'addr:city': u'London', u'name': u'Fox on the Green', u'addr:postcode': u'N1 2XH', u'fhrs:id': u'416888', u'alt_name': u'The Slug', u'operator': u'Slug and Lettuce', u'source:addr': u'FHRS Open Data', u'addr:street': u'Islington Green'}"
122,26363049,51.6419852,-0.2424157,pub,,"{u'amenity': u'pub', u'name': u'The Gate'}"
123,26389492,51.499252,-0.180893,pub,,"{u'addr:housenumber': u'30', u'toilets': u'yes', u'amenity': u'pub', u'addr:city': u'London', u'addr:postcode': u'SW7 5QL', u'website': u'http://www.thequeensarmskensington.co.uk/', u'toilets:access': u'customers', u'opening_hours': u'Mo-Sa 12:00-23:00; Su 12:00-22:30', u'operator': u'Mitchells & Butlers', u'addr:street': u""Queen's Gate Mews"", u'name': u""The Queen's Arms""}"
124,26416319,51.6274889,-0.1752814,place_of_worship,,"{u'religion': u'christian', u'amenity': u'place_of_worship', u'name': u'Saint John the Apostle'}"
125,26461817,51.3890417,-0.1590039,pub,,"{u'toilets:access': u'customers', u'toilets': u'yes', u'amenity': u'pub', u'name': u'The Goat'}"
126,26462174,51.3784088,-0.1575665,pub,,"{u'amenity': u'pub', u'name': u'The Red Lion'}"
127,26462248,51.372315,-0.1666553,fuel,,"{u'operator': u'BP', u'amenity': u'fuel', u'name': u'BP'}"
128,26542523,51.3991084,-0.1648571,place_of_worship,,"{u'religion': u'christian', u'amenity': u'place_of_worship', u'name': u'Catholic Church of St Paul', u'denomination': u'roman_catholic'}"
129,26542844,51.4007103,-0.1678725,school,,"{u'amenity': u'school', u'created_by': u'Potlatch 0.5d'}"
130,26542861,51.4009231,-0.1685327,pub,,"{u'amenity': u'pub', u'name': u'The Burn Bullock'}"
131,26544484,51.3980144,-0.1722345,restaurant,,"{u'addr:housenumber': u'407', u'cuisine': u'indian', u'amenity': u'restaurant', u'name': u'Casuarina Tree', u'toilets': u'yes', u'addr:postcode': u'CR4 4BG', u'addr:housename': u'The Crown Inn', u'fhrs:id': u'200005', u'toilets:access': u'customers', u'old_name': u'The Crown Inn', u'addr:street': u'London Road'}"
132,26545063,51.4017392,-0.1608521,pub,,"{u'amenity': u'pub', u'name': u'The Windmill'}"
133,26545687,51.399294,-0.1652315,pub,,"{u'addr:housenumber': u'70', u'toilets': u'yes', u'amenity': u'pub', u'name': u'The Queens Head', u'addr:postcode': u'CR4 4LA', u'fhrs:id': u'430958', u'toilets:access': u'customers', u'addr:street': u'Cricket Green'}"
134,26546081,51.493745,-0.09964,pharmacy,,"{u'addr:postcode': u'SE1 6TB', u'amenity': u'pharmacy', u'name': u'Superdrug', u'created_by': u'Potlatch 0.5d'}"
135,26560488,51.4879879,-0.0869478,pharmacy,,"{u'amenity': u'pharmacy', u'dispensing': u'yes', u'created_by': u'Potlatch 0.4c', u'name': u'Taplow Pharmacy'}"
136,26560490,51.4881483,-0.0868534,public_building,,"{u'amenity': u'public_building', u'name': u'Southwark Council offices', u'created_by': u'Potlatch 0.4c'}"
137,26573161,51.5102139,-0.1290844,cinema,,"{u'wheelchair': u'limited', u'toilets:wheelchair': u'yes', u'amenity': u'cinema', u'name': u'Odeon Mezzanine'}"
138,26573168,51.510852,-0.130441,cinema,,"{u'addr:housenumber': u'5-6', u'amenity': u'cinema', u'fhrs:rating_date': u'2012-12-07', u'addr:city': u'London', u'name': u'Empire', u'fhrs:hygiene': u'5', u'wheelchair': u'limited', u'wikipedia': u'en:Empire, Leicester Square', u'fhrs:id': u'412954', u'fhrs:rating': u'2', u'postal_code': u'WC2H 7NA', u'source:postcode': u'FSA Food Hygiene Ratings Database', u'fhrs:structural': u'15', u'fhrs:confidence_management': u'5', u'source:addr': u'FSA Food Hygiene Ratings Database', u'fhrs:local_authority_id': u'00989/0005/0/001', u'addr:street': u'Leicester Square'}"
139,26573173,51.5112449,-0.1293677,cinema,,"{u'wheelchair': u'yes', u'amenity': u'cinema', u'name': u'Vue'}"
140,26603473,51.5362064,-0.4770559,pub,,"{u'addr:housenumber': u'33', u'amenity': u'pub', u'addr:city': u'Uxbridge', u'postal_code': u'UB8 2PU', u'addr:street': u'Villier Street', u'name': u'The Load of Hay'}"
