,Unnamed: 0,id,amenity,est,nor,Ai,centers,label
57,192,4255883,park,531958.647,181907.567,31.74,False,9
58,193,4255959,park,533927.648,175376.758,8.62,False,16
59,194,4256144,park,530350.752,182794.116,36.51,False,292
60,195,4256229,park,529363.092,180835.476,103.21,False,117
61,196,4256244,hotel,530177.38,182207.698,41.14,False,92
62,197,4256264,park,530569.205,178174.626,15.81,False,290
63,198,4256358,hospital,530462.876,182061.039,24.39,False,98
64,199,4256651,playground,530606.294,178277.761,12.22,False,290
65,200,4256950,park,530340.949,180189.353,14.89,False,149
66,201,4256953,park,530305.788,180004.816,6.08,False,149
67,202,4256976,garden,528783.655,179554.001,4.18,False,207
68,203,4256999,garden,528865.403,179271.972,23.28,False,161
69,204,4257005,park,528708.399,179265.012,13.17,False,161
70,205,4257006,park,528828.127,179137.11,28.78,False,161
71,206,4257232,park,529350.927,182712.758,18.94,False,313
72,209,4258095,park,529598.399,179322.589,40.77,False,62
73,210,4258101,park,529329.379,179082.09,25.91,False,161
74,212,4259619,park,529963.59,179391.708,13.41,False,62
75,213,4259627,park,530168.729,179339.015,10.3,False,62
76,214,4259687,park,530259.363,179161.684,7.57,False,62
77,215,4259726,park,530046.762,178929.078,14.97,False,62
78,218,4259880,sports centre,529562.116,178793.396,15.83,False,161
79,219,4259897,park,530068.299,178344.495,6.89,False,290
80,220,4259902,park,529985.878,178605.852,7.57,False,161
81,221,4259910,park,529838.58,178536.738,11.97,False,161
82,222,4260006,playground,530810.995,179284.692,8.15,False,179
83,223,4260009,park,530811.413,179242.842,7.99,False,179
84,224,4260010,garden,530683.947,179228.247,5.42,False,179
85,231,4268231,park,515344.77,187912.849,12.12,False,189
86,232,4268232,parking,515726.398,188025.526,9.32,False,189
87,233,4268233,park,515342.834,187767.672,4.58,False,189
88,236,4270104,park,544058.612,189701.236,4.06,False,250
89,243,4270739,park,532225.252,181782.951,17.49,False,9
90,244,4270744,park,532177.967,181986.801,21.85,False,9
91,245,4271138,hospital,533480.714,192252.194,4.11,False,75
92,249,4272920,park,529524.286,181684.347,89.49,False,92
93,259,4292234,parking,534349.232,193362.976,6.61,False,240
94,260,4294306,parking,509560.548,175315.298,4.19,False,47
95,262,4296209,parking,534673.254,193750.841,3.47,False,240
96,267,4315778,park,530933.836,181832.555,21.46,False,180
97,272,4338882,supermarket,526352.342,194087.059,12.03,False,42
98,273,4338883,supermarket,526342.743,194459.647,6.95,False,42
99,276,4344560,park,528243.219,165955.634,3.43,False,18
100,277,4344588,park,527603.352,165554.198,6.86,False,215
101,278,4344589,park,527647.764,165495.255,8.42,False,215
102,279,4344591,park,527711.8,165442.343,9.26,False,215
103,280,4344595,park,527779.143,165479.967,7.12,False,215
104,282,4345905,parking,537902.118,174656.783,3.79,False,154
105,283,4345973,parking,537907.023,174802.761,6.98,False,243
106,284,4346332,parking,537840.864,173628.583,4.09,False,154
107,285,4346333,parking,537776.543,173643.614,4.97,False,154
108,291,4356408,hospital,527884.41,168100.435,3.73,False,204
109,292,4357123,park,531807.693,176675.01,3.76,False,14
110,293,4358388,sports centre,526642.034,166576.022,3.66,False,88
111,294,4358458,park,529508.549,180342.389,35.36,False,117
112,295,4358719,marketplace,532349.17,178258.046,14.96,False,219
113,297,4363425,park,527925.338,179257.127,21.88,False,272
114,298,4363426,park,527963.97,179050.411,8.62,False,159
115,299,4363427,garden,527786.828,178954.914,7.57,False,159
116,300,4363428,garden,527606.656,178997.002,7.28,False,159
117,301,4363438,park,528402.597,179055.735,6.83,False,159
118,306,4364605,park,525412.515,185249.359,6.4,False,30
119,307,4364957,park,524780.725,186902.469,3.9,False,140
120,308,4366294,place of worship,536781.376,181032.255,7.96,False,53
121,309,4372002,museum,529949.825,180537.553,50.87,False,117
122,310,4373996,garden,530707.816,180012.488,12.36,False,149
123,318,4380345,park,523988.315,176184.045,5.89,False,126
124,319,4382815,park,530106.836,181410.172,74.03,False,117
125,320,4382816,park,530105.824,181335.003,79.3,False,117
126,324,4389729,stadium,526163.658,171814.095,3.64,False,63
127,326,4392742,parking,515348.131,185407.359,10.29,False,264
128,328,4393572,park,530336.701,181665.94,39.41,False,98
129,330,4401812,parking,528201.54,196403.686,5.81,False,111
130,340,4404347,school,532338.472,197887.191,4.24,False,202
131,342,4406050,parking,523865.537,185984.488,10.21,False,140
132,343,4406359,park,534603.116,184188.456,3.77,False,212
133,347,4408761,school,505926.97,182997.669,3.48,False,177
134,348,4409075,university,506147.64,182633.623,11.31,False,177
135,349,4409715,university,535025.564,195908.234,6.07,False,99
136,353,4411324,parking,535421.379,172769.808,21.74,False,91
137,373,4414101,school,528635.235,195898.692,4.0,False,111
138,377,4416362,park,527541.677,176035.208,5.61,False,113
139,378,4416363,park,527476.031,175980.175,6.66,False,113
140,379,4416384,park,526728.923,175862.737,7.81,False,113
141,384,4420816,school,532669.595,196662.683,16.26,False,188
142,387,4421339,school,534211.808,196537.96,4.39,False,262
143,388,4421341,parking,534116.163,196509.169,4.56,False,262
144,390,4421346,parking,534022.615,196444.347,3.96,False,262
145,391,4421347,parking,534161.147,196398.524,5.22,False,262
146,392,4421348,cinema,534243.808,196383.17,3.91,False,262
147,393,4422151,park,525873.815,176508.256,11.38,False,280
148,397,4425872,parking,505372.262,184083.288,8.44,False,267
149,407,4452352,park,535458.4,195837.844,7.52,False,99
150,410,4477132,park,524454.163,196310.304,9.37,False,213
151,414,4483968,park,539072.102,177262.234,5.97,False,132
152,416,4487926,track,535431.98,178934.126,5.28,False,160
153,417,4487927,park,535196.802,179164.61,3.4,False,160
154,418,4488669,park,526196.894,177219.453,6.77,False,67
155,424,4566319,park,535056.196,181530.835,9.55,False,53
156,425,4629282,parking,533213.679,175487.075,7.6,False,16
157,426,4629309,stadium,533197.38,175380.77,7.5,False,16
158,427,4629310,park,533329.247,175425.74,10.19,False,16
159,428,4629356,playground,534097.357,175417.636,7.64,False,16
160,430,4643195,swimming pool,531665.579,174374.463,6.25,False,51
161,431,4647094,school,533688.314,175358.825,14.96,False,16
162,432,4652279,park,534097.716,175429.586,7.6,False,16
163,433,4652365,school,534039.948,175555.932,5.05,False,16
164,434,4680796,park,528507.648,184741.978,7.65,False,191
165,435,4680850,park,529200.885,183219.617,20.94,False,313
166,436,4680891,library,529967.834,182890.372,28.92,False,313
167,437,4701427,park,527778.972,176365.75,9.09,False,113
168,438,4701535,park,526822.009,176391.723,6.12,False,67
169,442,4756940,park,526975.72,177181.967,13.57,False,67
170,443,4757046,park,526883.699,177054.313,13.87,False,67
171,446,4764027,park,520430.197,175873.629,5.43,False,167
172,447,4764498,parking,516857.861,172185.625,7.53,False,0
173,454,4770293,supermarket,518091.292,169873.732,3.91,False,270
174,461,4775621,school,516980.483,172220.828,3.68,False,0
175,463,4780410,garden,526220.634,181088.812,11.57,False,174
176,473,4799189,park,534063.385,176331.678,9.06,False,94
177,474,4799251,playground,544005.217,172976.217,3.61,False,242
178,476,4799493,park,518145.396,174156.45,3.82,False,0
179,481,4805934,university,518922.727,177267.174,4.63,False,116
180,483,4808830,parking,515277.463,185548.367,6.34,False,189
181,488,4809118,school,515280.6,185525.664,6.74,False,264
182,489,4822314,hospital,526439.009,166158.979,5.72,False,217
183,505,4859425,parking,528352.469,164831.876,5.97,False,18
184,506,4859728,park,530258.936,186539.007,9.46,False,139
185,508,4862221,park,528159.746,166291.875,5.97,False,18
186,509,4865011,parking,534203.638,176182.649,11.43,False,94
187,510,4865563,community centre,533936.568,175903.217,10.54,False,16
188,511,4865768,park,534463.546,175630.125,3.86,False,16
189,519,4894273,park,528114.793,164701.319,7.7,False,215
190,522,4896040,school,528268.711,164443.03,4.82,False,80
191,527,4899481,parking,535770.007,171351.941,3.84,False,291
192,529,4904172,playground,528070.415,164676.431,7.83,False,215
193,539,4926701,school,515453.718,184744.565,4.36,False,264
194,550,4941195,park,514814.786,183699.468,4.07,False,285
195,561,4945244,supermarket,530176.014,170623.61,3.49,False,204
196,567,4949574,parking,554863.762,190650.166,7.07,False,6
197,576,4956613,park,534116.664,181464.014,38.56,False,144
198,578,4959880,cafe,526500.622,179138.525,7.27,False,175
199,579,4959893,garden,526912.263,179397.548,7.75,False,175
200,581,4960905,museum,533834.896,170721.803,10.05,False,52
201,583,4961871,parking,515561.285,180151.669,11.49,False,269
202,589,4964138,garden,534753.427,173184.599,4.91,False,91
203,592,4969113,park,531663.72,183619.688,52.48,False,118
204,593,4969133,place of worship,531747.472,183874.526,53.55,False,118
205,594,4969151,park,531658.857,184700.296,31.37,False,303
206,595,4969160,park,531735.443,185143.347,5.48,False,303
207,596,4969746,garden,531279.118,180906.745,12.16,False,186
208,601,4976041,supermarket,530728.18,175104.895,8.43,False,109
209,602,4976046,parking,531113.33,174903.493,5.76,False,109
210,603,4976051,electronics,531159.625,174898.487,5.81,False,109
211,604,4976052,bicycle,531144.16,174944.556,6.68,False,109
212,605,4981842,park,524838.36,180604.845,11.64,False,127
213,607,4982149,park,529901.176,176569.643,5.79,False,136
214,608,4982161,park,530490.371,177659.851,4.28,False,290
215,611,4985325,supermarket,532063.415,188198.974,9.03,False,55
216,612,4985326,parking,532080.394,188124.96,8.08,False,55
217,621,4993542,parking,533198.629,196518.256,7.51,False,188
218,622,4993543,supermarket,533150.061,196436.52,7.59,False,188
219,630,4996129,park,525162.434,178457.36,5.92,False,300
220,631,4996140,garden,525267.876,178549.561,11.34,False,300
221,632,4996178,supermarket,524926.084,178619.956,5.48,False,38
222,633,4996181,place of worship,525174.78,177334.51,36.29,False,307
223,636,4996714,supermarket,525737.932,174374.602,22.99,False,310
224,637,4996718,parking,525790.963,174406.265,16.94,False,310
225,638,4997029,supermarket,525119.916,171096.1,4.43,False,153
226,659,5022048,parking,532851.705,196356.63,17.08,False,188
227,662,5022226,school,526123.018,164401.13,8.33,False,249
228,663,5022227,parking,525993.224,164369.998,16.66,False,249
229,672,5038029,playground,528983.695,164632.173,3.93,False,199
230,674,5038724,park,527912.381,179552.55,35.55,False,272
231,675,5038725,garden,527751.441,179251.932,17.83,False,272
232,690,5053340,parking,511431.671,175734.352,3.93,False,231
233,694,5061857,park,517808.563,180959.433,26.82,False,268
234,695,5061858,park,517814.937,180990.468,22.8,False,268
235,699,5068515,school,516281.068,175813.144,3.4,False,0
236,703,5070293,park,533644.697,184025.521,7.86,False,212
237,715,5082648,park,526630.559,181871.631,14.3,False,251
238,716,5082649,park,526781.144,181762.612,14.54,False,251
239,720,5095245,museum,534806.85,173248.484,3.67,False,91
240,735,5108124,park,515341.813,179898.583,6.53,False,269
241,737,5112993,garden,533954.164,176435.538,5.83,False,94
242,738,5112996,parking,534277.228,176633.626,24.32,False,94
243,739,5112997,supermarket,534246.637,176665.467,30.21,False,94
244,740,5122303,park,532731.519,183895.883,3.63,False,118
245,747,5131192,park,525447.015,176815.072,5.49,False,280
246,750,5179389,college,537933.117,189913.182,10.61,False,196
247,758,5200419,parking,528079.247,164560.009,8.16,False,215
248,759,5200422,grave yard,527931.895,164391.645,4.87,False,80
249,775,5211981,school,515373.888,180368.357,3.67,False,269
250,802,5235501,school,527521.595,164994.221,4.72,False,215
251,803,5235508,park,527367.37,165108.647,5.22,False,215
252,804,5239874,parking,524212.939,163485.679,24.08,False,187
253,805,5240949,grave yard,524287.61,163943.592,8.01,False,187
254,810,5247415,park,524236.291,163842.203,15.72,False,187
255,811,5247896,parking,524297.347,163859.432,14.08,False,187
256,814,5260188,park,530009.387,187397.214,11.62,False,139
257,815,5261003,park,527660.314,165188.709,12.63,False,215
258,819,5317762,grave yard,528093.727,178275.675,9.03,False,159
259,820,5317958,gallery,527926.304,178456.095,28.62,False,159
260,821,5318737,park,527865.068,178197.107,7.83,False,159
261,822,5319726,garden,527646.009,178075.939,7.67,False,159
262,829,5454217,parking,534715.76,175099.318,7.84,False,94
263,830,5454218,playground,534642.126,175081.724,8.58,False,16
264,831,5458326,parking,524979.339,170413.78,28.22,False,153
265,832,5458380,parking,525211.293,170427.212,23.08,False,153
266,835,5464883,garden,534617.982,175011.816,8.49,False,16
267,836,5464884,garden,534758.355,174962.63,7.62,False,91
268,837,5464885,garden,534851.341,174904.469,4.03,False,91
269,839,5465511,supermarket,534291.874,175430.256,6.65,False,16
270,840,5490982,park,526100.898,164192.712,13.28,False,249
271,841,5548352,supermarket,534050.695,176594.434,13.96,False,94
272,842,5548353,supermarket,534093.237,176565.289,15.59,False,94
273,843,5548355,parking,534084.547,176617.66,17.36,False,94
274,844,5548356,school,533990.715,176544.205,8.82,False,94
275,846,5552546,college,533032.687,176636.0,5.22,False,14
276,847,5552548,grave yard,532981.767,176567.225,5.43,False,14
277,848,5596994,parking,535069.532,181743.335,10.29,False,144
278,849,5596998,parking,535132.703,181732.073,9.41,False,144
279,850,5597005,parking,535129.765,181678.903,9.13,False,144
280,851,5598932,parking,534853.118,181982.31,14.14,False,144
281,852,5602136,park,534921.852,181530.824,11.68,False,144
282,856,5787359,parking,553916.385,187318.652,5.59,False,162
283,858,5790588,restaurant,534143.348,196418.082,5.63,False,262
284,861,5831176,park,533202.206,182722.16,45.17,False,308
285,862,5831178,garden,533014.976,183011.579,14.63,False,308
286,863,5831179,school,532995.142,183057.295,12.06,False,308
287,864,5884904,park,533504.932,183183.18,13.14,False,308
288,865,5923323,park,534089.683,182903.729,6.3,False,234
289,866,5926169,park,534216.663,183057.409,5.12,False,260
290,867,5926843,park,534368.94,182720.232,8.6,False,234
291,868,5929592,school,534524.002,182911.26,7.96,False,260
292,869,5930237,park,534964.708,182794.297,16.54,False,260
293,870,5942883,park,535026.784,185360.057,11.87,False,133
294,871,5949366,park,536141.62,181231.731,12.48,False,53
295,872,5949374,park,535942.926,181508.832,5.49,False,53
296,873,5950004,park,535118.528,181414.224,9.84,False,144
297,875,5984714,parking,528472.204,184147.208,27.17,False,191
298,877,5985469,parking,525859.371,175674.9,7.56,False,280
299,878,5987419,theatre,530795.97,180218.876,17.97,False,149
300,881,6008166,school,532481.216,183970.851,4.78,False,118
301,882,6008841,park,533008.639,182780.834,26.91,False,308
302,884,6062970,toys,534571.455,196802.437,3.93,False,262
303,885,6063073,supermarket,534465.895,196582.75,4.07,False,262
304,886,6063082,fuel,534452.353,196714.738,5.78,False,262
305,901,6230642,garden,533643.079,182547.906,24.83,False,308
306,903,6231349,school,531457.478,190203.73,3.95,False,55
307,906,6250433,parking,533818.587,184933.674,10.57,False,106
308,907,6274696,park,555783.499,186390.683,9.83,False,103
309,908,6277964,park,533611.118,184090.179,8.59,False,106
310,909,6277982,park,533725.079,184293.681,7.08,False,106
311,910,6281556,parking,512585.897,191163.832,16.42,False,141
312,912,6534148,hotel,524363.244,175854.969,9.87,False,126
313,913,6578341,park,529632.416,184527.249,4.5,False,139
314,914,6637460,sports centre,534527.165,184422.588,3.73,False,212
315,915,6637482,playground,534745.616,184431.659,5.16,False,133
316,935,7944907,garden,525686.316,178555.589,19.82,False,300
317,936,7944966,garden,525818.303,178666.494,10.85,False,300
318,937,7945054,garden,525808.711,178453.219,11.8,False,300
319,938,7945412,garden,525919.616,178511.409,8.86,False,300
320,950,7998481,park,534954.835,179675.149,6.19,False,160
321,951,8010152,school,524962.624,190462.121,6.69,False,256
322,960,8043665,parking,529306.313,195963.123,5.12,False,111
323,961,8043684,parking,529405.108,195985.513,7.53,False,202
324,962,8043712,parking,532606.803,196502.281,19.0,False,188
325,971,8074910,parking,532667.908,176600.481,17.43,False,14
326,972,8076186,university,527703.152,182415.51,5.56,False,191
327,973,8076194,college,527592.81,182479.89,4.2,False,191
328,975,8081646,library,534836.039,181897.906,21.58,False,144
329,976,8081655,parking,535381.061,182099.725,6.69,False,260
330,977,8081876,parking,534981.755,181774.24,12.22,False,144
331,978,8083129,school,532875.722,176300.286,3.47,False,14
332,979,8083210,parking,532724.879,176081.844,3.63,False,14
333,989,8110221,parking,515342.103,189580.369,16.08,False,78
334,990,8110226,parking,515515.613,189690.021,18.99,False,78
335,991,8110227,parking,515481.745,189640.827,23.65,False,78
336,993,8114721,park,535211.227,170272.13,10.18,False,291
337,1002,8137262,park,524812.328,179742.238,4.07,False,127
338,1005,8141222,parking,528650.445,191893.694,4.64,False,15
339,1007,8145621,park,527166.368,178086.058,14.07,False,175
340,1008,8147095,parking,524695.332,196302.615,10.05,False,213
341,1010,8147386,community centre,536531.288,178484.537,3.41,False,160
342,1011,8364034,park,529140.437,183824.919,30.3,False,191
343,1016,8501796,park,534118.472,183341.622,3.45,False,260
344,1019,8614496,museum,531393.007,179122.291,9.3,False,219
345,1020,8614502,park,531395.93,179135.787,9.4,False,149
346,1027,8877349,townhall,533445.327,180180.089,16.5,False,13
347,1042,9184699,park,521040.995,178850.457,9.36,False,64
348,1043,9184779,park,521044.249,178683.413,18.48,False,64
349,1047,9349605,playground,533230.854,175569.724,5.52,False,14
350,1048,9384065,park,532564.696,176827.473,16.55,False,14
351,1054,9396950,school,529739.597,193510.594,3.76,False,248
352,1058,9403153,school,529642.571,194476.11,5.83,False,248
353,1060,9404298,supermarket,529431.898,194486.728,6.03,False,248
354,1067,9542750,school,528762.34,195545.017,11.81,False,111
355,1070,9543625,school,533962.319,192024.026,6.84,False,75
356,1077,9558987,garden,530722.115,179595.632,11.46,False,149
357,1078,9629736,fuel,528077.199,196445.423,6.41,False,111
358,1079,9638948,parking,534965.033,196129.478,3.92,False,99
359,1085,9705557,park,518397.121,169207.617,9.03,False,270
360,1086,9709927,parking,519534.652,191694.048,3.41,False,213
361,1088,9796993,parking,528017.37,193323.49,8.96,False,15
362,1089,9799522,university,527646.72,182379.676,6.7,False,251
363,1090,9799621,park,527707.813,182419.489,5.39,False,251
364,1091,9820623,school,517958.52,187216.298,3.53,False,241
365,1106,10044857,school,534667.304,194088.287,4.78,False,240
366,1110,10045363,school,534675.524,194615.049,6.64,False,240
367,1113,10045810,school,532250.458,197273.749,5.04,False,202
368,1119,10047837,school,535470.0,195648.576,7.21,False,99
369,1120,10048308,school,535126.366,196343.011,4.65,False,99
370,1128,10051435,school,535270.541,197259.208,3.69,False,237
371,1130,10051790,school,535658.19,198138.539,3.86,False,237
372,1141,10270680,college,536423.763,176668.607,10.38,False,216
373,1146,10278829,park,525949.805,165696.832,6.12,False,217
374,1147,10278833,park,526032.988,165742.679,4.5,False,217
375,1149,10278841,school,525958.207,165261.954,4.68,False,249
376,1152,10364277,parking,515482.214,189378.886,8.27,False,78
377,1156,10378225,park,529294.405,196076.477,4.67,False,111
378,1157,10403540,parking,538104.298,175987.167,3.41,False,243
379,1161,10440056,school,518678.904,185126.652,11.32,False,241
380,1178,10571148,parking,543145.528,179253.855,3.71,False,70
381,1187,10604113,stadium,537856.538,186450.831,4.01,False,194
382,1188,10627679,garden,535052.958,181989.036,13.2,False,144
383,1189,10662957,parking,535189.493,181860.677,11.12,False,144
384,1190,10664769,park,535109.414,182577.666,9.88,False,260
385,1191,10668751,park,517662.695,180362.577,14.3,False,268
386,1199,10782218,garden,526551.001,178219.749,10.25,False,21
387,1200,10782605,garden,526496.924,178441.936,10.72,False,175
388,1201,10782657,garden,526571.614,178504.035,12.96,False,175
389,1202,10782688,garden,526624.31,178418.578,11.33,False,175
390,1203,10782741,garden,526687.463,178464.67,12.32,False,175
391,1204,10790633,museum,535026.379,182919.541,14.86,False,260
392,1206,10807015,museum,527833.445,177965.535,3.93,False,159
393,1208,10810446,place of worship,529245.985,179071.335,28.89,False,161
394,1209,10811445,park,535718.3,182365.45,5.22,False,284
395,1210,10811927,park,535787.898,182832.238,6.78,False,284
396,1211,10812573,park,536603.205,182743.928,6.86,False,284
397,1217,10955552,parking,534476.913,176050.08,8.04,False,94
398,1219,11019215,park,528670.133,187146.93,6.23,False,12
399,1241,11844138,playground,539808.527,169277.532,3.91,False,143
400,1249,11845613,playground,540040.898,168992.486,8.78,False,143
401,1250,11846131,supermarket,540569.039,168596.653,5.6,False,143
402,1252,11846383,supermarket,538250.717,166063.631,5.79,False,114
403,1254,11846533,parking,538333.194,166030.986,5.78,False,114
404,1263,12116455,school,524866.345,196320.422,5.75,False,213
405,1264,12164834,townhall,537703.888,189907.279,23.23,False,196
406,1266,12242503,pub,540575.078,190077.359,35.33,False,196
407,1267,12243302,pub,540642.262,188295.41,7.35,False,298
408,1268,12245485,pub,540092.048,189073.973,3.64,False,298
409,1269,12535826,playground,530377.853,187261.739,7.09,False,12
410,1270,12542822,parking,535096.351,196166.984,6.96,False,99
411,1271,12542850,parking,535150.209,196047.209,13.8,False,99
412,1273,12874003,park,536097.28,189226.103,6.0,False,293
413,1277,13712151,stadium,541547.093,183408.318,5.41,False,301
414,1279,13788594,park,532558.427,162883.409,4.14,False,66
415,1280,13790629,playground,528935.214,178066.287,4.91,False,161
416,1281,13791362,park,529542.679,178311.11,20.39,False,161
417,1282,13799212,library,530832.236,181922.664,26.73,False,98
418,1285,13857391,parking,539982.667,169391.775,17.11,False,143
419,1295,13869343,parking,526872.377,169920.21,4.29,False,32
420,1296,13869347,parking,526789.779,169902.613,5.11,False,32
421,1298,13869756,playground,526687.686,170550.505,4.26,False,32
422,1299,13869841,park,526672.024,170417.25,6.2,False,32
423,1301,13873566,park,532315.237,167045.023,4.13,False,253
424,1302,13878265,library,537648.017,173595.095,5.02,False,154
425,1309,14014520,sports centre,530830.436,175488.979,19.85,False,109
426,1310,14014801,sports centre,530886.21,175500.84,27.95,False,109
427,1311,14016335,garden,530685.515,175382.996,10.0,False,109
428,1312,14039211,park,535035.318,182834.525,15.36,False,260
429,1313,14117991,grave yard,542614.691,174546.503,20.46,False,242
430,1314,14164486,park,530780.999,182409.917,13.04,False,98
431,1316,14325882,park,535691.311,181959.682,6.53,False,53
432,1317,14351765,park,531027.574,183716.792,8.54,False,122
433,1319,14397528,hotel,523312.458,179836.926,25.12,False,281
434,1322,14488303,sports centre,534596.317,181898.355,25.92,False,144
435,1323,14492080,supermarket,534795.743,182029.528,11.26,False,144
436,1324,14495071,cinema,535298.314,182068.599,8.49,False,144
437,1331,14838860,park,535273.579,182424.234,6.24,False,260
438,1345,15137156,supermarket,540251.9,190451.424,24.13,False,196
439,1346,15219325,park,532481.912,196536.599,11.96,False,188
440,1347,15219624,park,532388.982,196710.247,5.58,False,188
441,1355,15262028,pub,527090.013,181306.459,36.31,False,251
442,1356,15694166,hotel,530120.606,182880.497,40.94,False,292
443,1358,16277711,parking,517973.993,167503.706,14.82,False,157
444,1362,16298997,parking,517465.278,177307.133,5.94,False,116
445,1363,16299011,courthouse,517511.03,177403.449,7.37,False,116
446,1364,16299012,parking,517526.559,177378.364,7.73,False,116
447,1365,16320738,park,530803.947,184043.195,22.44,False,122
448,1366,16409717,townhall,529393.441,179271.904,34.09,False,62
449,1370,16648893,park,530993.279,184965.866,11.52,False,125
450,1375,16945455,parking,531751.28,184675.211,26.12,False,122
451,1377,17096815,courthouse,537615.76,189845.645,25.16,False,44
452,1382,17368819,grave yard,535990.008,181552.578,5.61,False,53
453,1383,17368967,place of worship,535976.564,181587.984,5.43,False,53
454,1390,17506890,swimming pool,530686.316,183839.482,22.87,False,122
455,1403,17709642,parking,524371.246,163307.03,8.2,False,187
456,1409,17713529,school,524079.052,163439.621,8.57,False,187
457,1411,17715963,park,524604.346,163758.635,3.52,False,187
458,1412,17720986,school,525591.986,163898.063,4.25,False,249
459,1421,17806374,place of worship,522596.46,173721.888,5.91,False,137
460,1429,17939182,park,522343.664,178699.972,6.29,False,64
461,1431,17940814,stadium,522788.902,180425.191,4.03,False,282
462,1434,17999028,park,530225.564,184749.498,4.64,False,139
463,1455,18936361,park,544060.407,183913.307,11.17,False,100
464,1461,19605455,park,536098.413,181509.121,5.34,False,53
465,1462,19621775,park,534950.013,180570.68,4.89,False,289
466,1463,19748095,park,524125.053,180574.247,7.67,False,127
467,1465,19787035,playground,513476.379,169761.989,12.55,False,8
468,1466,19787039,park,513519.793,169723.816,9.45,False,8
469,1473,19798157,library,534182.602,176805.21,34.42,False,94
470,1482,19831976,parking,534292.511,177891.537,3.44,False,94
471,1489,20031076,school,524245.714,195552.15,5.7,False,213
472,1491,20166475,parking,515536.26,188756.921,5.69,False,189
473,1492,20170633,parking,515592.343,188479.433,11.11,False,189
474,1498,20303136,parking,515533.136,188503.63,9.05,False,189
475,1502,20794099,arts centre,526361.878,192017.042,5.93,False,224
476,1503,20794161,supermarket,526317.279,192017.776,5.72,False,224
477,1505,20794340,parking,526361.303,191828.738,3.49,False,224
478,1507,20821133,pub,526582.847,179513.316,11.16,False,175
